discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
12fd9e6963cb,1300CBEB1F39,"If a student is athletic, and likes to play sports, they can join one of the many sports teams. If a student likes to write, they can join the creative writing club. If they like to debate on topics, they can join the debate team. The possibilities are endless!

Although there are many non academic options, there are many academic ones as well. Kids who may need help with a subject can come to tutoring sessions held by other wonderful students, who want to lend a helping hand. If a child has trouble focusing on their homework, there is homework club, a quiet place to work on schoolwork, where a teacher is always there to help, if need be. As you can see, there are many helpful options for students who want to work on homework or other school assignments. ",Evidence,Adequate
a291ed2f2f9a,47CAD052900E,"No time, no money and no way to get to your extracurricular activity means you would get kicked out of it. These are my reasons for disagreeing with the principal. If you can't or don't want to, you shouldn't have to. ",Concluding Statement,Adequate
4084603b9461,915D9EE27FFB,So I think its a good idea to have to something that able to do something like this. ,Position,Adequate
60168b87b647,2BAB4CB3573E,The behavior is very dangerous and causes death do to not paying attention to the road ,Position,Adequate
80a1fad94cea,8A658A988B96,I don't think that studying Venus i a worthy pursuit ,Position,Adequate
f1266a15769c,2D5E45654C18,These people travel for long time at time sol you'll be there for awhile.  ,Claim,Adequate
56bbde45b686,6DFB980B835D,Summer project's should be assigned by teacher's and not student's because of the lack effort the student's will put forth. ,Counterclaim,Effective
03c1631e4b75,14B366E0D9CA,"People can not tell what is wrong with you just because you look sad or upset. Vinci studied human anatomy to help paint facial muscles that can convey certain emotions. If you look at the painting of Mona Lisa you would be able to tell from her facial strututres of what type of mood she is trying to show. When looking at the Mona Lisa , it really intended to make you smile and in a happy mood. ",Evidence,Adequate
0961c03f8e39,0AD7535C58C0,"The numbers speak for themselves, too many accidents have occurred as a result of people using cell phones while driving. Lives continue to be endangered when people think they need to get in touch with friends or family. If we can just wait until we get to our destination before having to contact or respond to our message's danger can be avoided and lives will be saved. Always remember think before you pull out your cellphone before you commit a crime think of other people lives      ",Concluding Statement,Adequate
975a8405738a,BA591AF1C837,You should become a Seagoing Cowboy for sure! If you like animals and travling this is the job for you! You can have so much adventure you would'nt even know what to do with it! This generation needs to carry on with the Seagoing Cowboys! To help animals and more! One day we will need your help more than ever! We need this to keep going with the Seagoing Cowboys! He even know himself it was an opportunity of a lifetime.        ,Concluding Statement,Effective
a2b2500c1ed9,0CA9AC7879C9,"We should forget about the system of electorial college to vote for a president. It just isn't fair, reason why is beacause you are electing people to vote for the person who is trying to be president of the U.S although that doesnt mean that you both are voting for the same person that's trying to be president of the U.S. ",Lead,Adequate
20b1fab0e7bd,C05809232F0E,"I believe that it is a long awaited and necessary change for these summer assignments to become student created and designed, rather than entirely fabricated and mandated by the teachers. It is necessary because not only will it help kids to learn in the different ways that suit and engage them best, but also to help students who have less experience in the subject or who are trying to challenge themselves and find themselves frustrated at the restrictions and requirements of the summer assignment. Added to that, a student driven summer assignment will allow kids to more thoroughly enjoy and become engaged in their learning by allowing them to pursue their passions and interest in relation to that topic, and express themselves through learning in unique ways. ",Concluding Statement,Effective
